question_set	stu_answer	score_1	score_2	final_score
21	የጽሁፍ ቅርፅ በሌላቸው ማህበረሰቦች አብዛኛው ነገር የሚላለፍ በቃል ነው  ነገር ግን በቃል የሚተላለፍ ሁሉ ፎክሎር አይደለም  ምክንያቱም ጥበባዊውን ጥበባዊ ካልሆነው አይደለም  መገኛቸው ጽሀፍ የሆኑትን ፎክሎሮች ያስቀራል ለምሳሌ የሽንት ቤት ጽሁፎች  የመኪና ላይ ጽሁፎች ቃላዊዎች በጽሁፍ ሲሰፍሩ ፎክሎር መሆናቸው ይቀራል የሚል አድምታም አለው 	2	2	2
21	ፎክሎ በቃል የሚተላለፍ በመሆኑ ነው  ፎክሎ በጽሁፍ እንጅ በቃል አይተላለፍም የሚል ሀሳብ ስላለ ነው 	1	2	2
21	መገኛ ከላቲን የሆነ ቋንቋ በመገኘት ነው  ህዝባዊ ስነ ጽሁፍ	1	1	1
21	ፎክሎር በቃል ሲተላለፍ ከትውልድ ወደ ትውልድ መጥቷል  ፎክሎ ባህላዊና የማህበራዊ እሴት መሆኑን እና ሲተላለፍ የቆየው በቃል መሆኑ ነው  ፎክሎር ልማዳዊ መሆኑን ያመለክታል  ይህም ማለት ፎክሎር ቃላዊ ተስተላልፎ ሲሆን በመለማመድ የሚተላለፍ መሆኑ ነው 	0	0	0
21	መጥነነት ገላጭነት የለውም ተጨባጭነት አይኖረውም ታማኝት የለውም	0	1	1
21	የማህበረሰብ በምን ሁኔታ ይጠቀመዋል የቋንቋ አጠቃቀማቸው ምን አይት ይገልጹት እንደነበረ ለዛ ማህበረሰብ የሚሰጡት ጥቅም የአንድ ማህበረሰብ አካባቢ መገለጫ መሆናቸው	0	1	1
21	ቃላዊ ተስተላልፎ በቃል እንጅ በጽሁፍ ፎክሎር አይደለም ማንኛውም ነገር በቃል የሚነገር ሁሉ ቃላዊ ፎክሎር ነው 	1	1	1
21	በቃል የሚተላለፍ ነገር ሊጠፋ ስለሚችል ነው   ለረዥም ጊዜ ለመቆየትም ስለማይች ወይም እንደ ጽሁፍ አስተማማኝነት አይደለም  ምሳሌ በቃል ያለ ይጠፋል በጽሁ ያለ ይወረሳል ነውና 	0	1	1
21	ሀገረሰባዊ ሙዚቃዎች የሚዜሙት የማህበረሰብ ወቅቱን ጠብቆ ነው  ይህም ማለት የዘመን መለወጫ  በውቅያ ወቅት  በሰርግ  በለቅሶ   ቃላዊ ተስተላልፎ ለፎክሎ የሚያገለግልት 2 ምክንያቶች 1  ፎክሎ ከጥንት ጀምሮ በቃል አማካኝነት ከትውልድ ወደ ትውልድ የሚጋገር በመሆኑ 2  የገጠሩ ገበሬዎች  ያልተማሩ  በቃል አማካኝት ስለሚጠቀሙ እና ወይም የጽሁፍ ጥበብ ከመጀመሩ በፊት ስለነበር ነው 	0	1	1
21	በቃላዊ ተላልፎ ፎክሎ የሆነና ያልሆነ ስለሚለጽ የትኛው እንደሆነ ለመለየት አዳጋች ስለሚሆ  የተለያዩ ጥንታዊ ጽሁፎች  የግድግዳ  የቆዳ  የጨርቅ  የድንጋይ ወዘተ  ፎክሎር ውስጥ የሚካተቱት እንዳካተቱ ስለሚያደርግብን	1	2	2
21	ፎክሎር የሚተላለፈው በጽሁፍም በሌላ ነገር ብቻ ሳይሆን በቃልም የሚተላለፍ መሆን ያስረዳል  ፎክሎ ሆኖ በጽሁፍ ወይም በመጽሀፍ ያልታተሙ ነገሮችን በቃል ለማስተላለፍ ያገለግላል  የጽሁፍ ባህል ባለባቸው ማህበረሰብ ፎክሎር የሆኑ ነገሮችን በቃል እንዲያስተላልፉ ይጠቅማል 	1	2	2
22	ህዝባዊ ቅሪት እና ህዝባዊ ስነ ጽሁፍ ተብሎ ይጠራሉ 	2	2	2
22	ህዝባዊ ቅሪት እና ህዝባዊ ስነ ጽሁፍ	2	1	2
22	ፎክሎስት  ፎክሎርሶት	0	0	0
22	ቃላዊን ፎክሎ በጽሁፍ የተፃፉ የሚጠቀሱ በድርጊት የሚገለጹ ስላሉ ማንኛው ቦታና የሆነው የህዝባዊ ቅርጽ በአገልግሎት ስንኝ ስነ ድርብ ቃል  ለመተካት መፈለግ   ህዝባዊ ስነ ጽሁፍ  የተባለው የእንግሊዝኛ የሚታወቀው ከስነ ጽኁፍ ይልቅ ሎር   ፎክሎር የቃሉ መጠሪያ የሆነ	2	2	2
22	ህዝባዊ ስነ ጽሁፍ  ኤተኔተም  ህዝባዊ ስነ ቃል	1	2	2
22	ህዝባዊ ስነ ጽሁፍ እና ከህዝባዊ ቅኝት	2	2	2
22	ህዝባዊ ቅኝትና ህዝባዊ ስነ ጽሁፍ	2	2	2
22	ባህላዊ ቅሪት  ባህላዊ ስነ ጽሁፍና ባህላዊ ልምድ	1	1	1
22	ሀገረሰባዊ ቅሪት  ሀገረሰባዊ ስነ ጽሁፍና ትውፊት	2	1	2
22	ፎክሎር የሚለው ቃል ከመታወቁ በፊት የነበረው አጥኝው ፎክሎሪስት ይባል እንደነበርና ሀተታ ተፈጥሮና አፈ ታሪክ ተብለው ይታወቃል ብለው የሚቆምት ማህበረሰብ ህይወት	0	1	1
22	ህዝባዊ ስነ ጽሁፍ ህዝባዊ ቅሪት	2	1	2
22	ባህላዊ  ቅሪት  ሰነ ጽኁፍና ማህበረሰባዊ ትውን ጥበባት	1	2	2
22	ህዝባዊ ቅሪት  ህዝባዊ ስነ ጽሁፍ	2	2	2
22	ዊልያም ጆን ተሞስ ፎክሎ እንተገለጸው  እምነት ፎክሎር  አመልኮ ፎክሎር  ሀገረሰባዊ ረጅም ዘመናዊ ሙዚቃ መሳሪያዎች  ሀገሰባዊ የደብራ ምግብ አሰራር   ወዘተ ነው 	0	1	1
22	መገኛው ሊቲና መሆን የህዝቤ ቃላት ለማህበረሰብ ቃላት በመትከት መፍለግ   የህዝብ ስነ ጽሁፍ ተብሎ የእንግሊዘኛ የመታወድ የስነ ጽሁፍ ስገለጽ የሙያ መስኩ ሎር የሚሉ ናቸው 	1	2	2
22	ሀገረሰባዊ ቅሪትና  ሀገረሰባዊ ስነ ጽሁፍ	2	1	2
22	ቁስ  ልማድ  ባህል	0	0	0
22	ህዝባዊ ቅሪት  ህዝባዊ ስነ ጽሁፍና አንግሎሳከን ድርብ ቃል በሚባል ነው 	2	1	2
22	ሀገረሰባዊ   ሀገረሰባዊ ስነ ጽሁፍ	0	1	1
22	ህዝባዊ ቅሪት  እና ህዝባዊ ስነ ጽሁፍ ይባሉ ነበር 	2	2	2
22	ህዝባዊ ቅሪት እና ህዝባዊ ስነ ጽሁፍ በመባል ነበር የሚታወቅ  የሚጠሩት 	2	2	2
22	እንግሊዝ ውስጥ ህዝባዊ ስነ ጽኁፍ  ይባል ነበር  ሌቴን ውስጥ  እንግሊዝ ውስጥ ለህዝባዊ ቅሬት ይባላል  አየርሾችር ደሞ	2	2	2
22	ጥንታዊ ስነ ጽሁፍ  ጥንታዊ ቅርሳ ቅርስ	0	0	0
22	የህፃናትና የቤት ውስጥ ተረቶች ናቸው 	0	1	1
22	ጥንታዊ የልጆችና የቤት ውስጥ ተረቶች	0	1	1
22	አርጌ ባህል አርጌ ህንፃ አርጌ ዘፈን ወዘተ	0	0	0
22	መገኛው ላቲን የሆውን ህዝባዊ ቅሪት ህዝባዊ ስነ ጽሁፍ	1	2	2
22	ስነ ህዝባዊ ቅሬታ  ህዝባዊ ስነ ጽሁፍ	2	2	2
22	ህዝባዊ ቅርፃ ቅርጽ እና ህዝባዊ ስነ ጽሁፍ	2	2	2
22	የፎክሎር መዝገብ ቃላት ጥንቀራ ቅድመ ዝግጀት የሚል ነበር 	0	0	0
22	ፎክሎር የሚለው ቃል በእንግል ከማታወቁ በፊት ይጠራበት የነበረው ስም ህዝባዊ ቅሪት ህዝባዊ ስነ ጽሁፍ በመባል ነበር 	2	2	2
22	ህዝባዊ ቅሪት ህዝባዊ ስነ ጽሁፍ ፎክሎ ላይፍ	2	2	2
22	ህዝባዊ ቅሪት በመባል ይታወቃሉ  ህዝባዊ ስነ ጽሁፍ በመባል በእንግሊዝ የሚወቁ ሲሆ  ፎክሎር የሚለው ቃል ከመምጣቱ በፊት ጥንታዊ ጥናቶች ሆኖ የነበሩ ናቸው 	2	2	2
5	መታደም  መሳተፍ  መመልከት  አስተያየት መስጠትና ተመስጦ	0	0	0
5	በክዋኔው ላይ በመገኘት ከዋኙን መገምገምና ሂስ መስጠት  የሚከወነውን ተግባር እውነትነት ማረጋገጥና መመርመርና በከዋኝ ቦታ ሁኖ ወይም ከዋኝን ተክቶ በክዋኔው መሳተፍ	0	1	1
5	የመላሽነት ሚና  የጠያቂነት ሚና እና የአጃቢነት ሚና	3	2	3
5	አድማጭነት ተግባር  የእጅ ስርዓት ተግባርና ተግባር	0	1	1
5	አጋጣሚ  ከዋኝና ክዋኔ	0	0	0
5	የአጃቢነት ተግባር  የተደራሽነት ተግባርና የአድማጭነት ተግባር	3	3	3
5	መፈለጥ ቶሎ አለመገኘታቸው  የተሰሩበትን ነገር	2	3	3
5	ተነሳሽነት  ከዋኝትና አጀቢነት	1	2	2
5	የመላሽነት ተግባር  የማድመጥ  የአጃቢነትና የማበረታታት	2	3	3
5	የአጃቢነት ተግባር  የመላሽነት ተግባር የአዳማጭነት ተግባር	3	3	3
5	አጃቢዎ  ታዳሚዎችና ተቀባዮች	2	1	2
5	አጃቢነት ተግባር  መለሽነት ተግባርና አድማጭነት ተግባር	3	3	3
5	የአጃቢነት ሚና  የአድማጭነት ሚናና የመላሽነት ሚና	3	2	3
5	የአዲማጪነት ሚና  የመላሽነት ሚናና የአጃቢነት ሚና ናቸው 	3	3	3
5	ይዘትን  ታሪክንና ሂደት	0	0	0
5	ክዋኔ ማህበራዊ ነው  ክዋኔ ጉዳያዊ ነውና ክዋኔ ሂደታዊ ነው	0	1	1
5	ክዋኔ ጉዳያዊ ነው  ክዋኔ ሂደታዊ ነው  ክዋኔ ወቅታዊ ነው 	0	0	0
5	አጃቢነት  አድማችነትና መላሽነት	3	2	3
5	የመላሽነት  የአጃቢነትና የአድማጭነት	3	3	3
5	የአጃቢነት ሚና  የመላሽነት እና የአድማጭነት ሚና አለው 	3	3	3
5	የአጃቢነት ሚና ከፍ ያለ ነው  የአድማጭነት ሚና ሰፊ ድርሻ ነው  የመላሽነት ሚና እና የተሳታፊነት ተግበር	3	2	3
5	ማንነት   ታዳሚነትና ተክሰት  አውድ	0	1	1
5	የአጃቢነት ሚና  የመላሽነት ሚናና የአድማጭነት ሚና	1	1	1
5	የአጃቢነት ሚና  የመላሽነትና የአድማጭነት ሚነ	3	2	3
5	አድማጭነት  አጃቢነትና መላሽነት	3	2	3
5	የአጃቢነት ሚና  አጃቢነት   የአውራጅ ሚና  ከዋኝነት  አውራጅነት እና የአድማጭ ሚና  የታዳሚነት	3	3	3
5	ተመላሽነት  አስተያነት መስጠት ደካማና ጠንካራ ጎን መናገር  አጃቢነት  በማጨብጨብ  በሞራን በፉጨት መደገፍ ማለት ነው  አድማጭነት	3	3	3
6	በራሳቸው የፈጠራ ችሎታ የፈጠራ ሙያ ስለሚጠቀሙ  ታሪክ ቃሽነት  ተአማኒነት	0	1	1
6	ባለቤቶች የሚሰጧቸው ልዩ ልዩ ጥበባዊ ዋጋዎች  በማህበረሰቡ ውስጥ የሚሰጡት አገልግሎና የአሰራር ሁኔታና ባለቤቶች በቁሶቹ ላይ የሚያሳርፉባቸው ልዩ እምነት	3	3	3
6	የባህሉ መገለጫዎች ስለሆኑ መጭውና ታሪካቸውን እንዲያውቁ   የድሮውን ታሪክ  የታሪክ ምክንያቶች  ስለሆኑ  በማህበራዊ እውቀት የሚገኙ ስለሆኑና ስታወራ ትውልድ በተራክቦ እንዲተላለፍ ያለፉ ታሪካቸውን እንዲያውቁ	0	1	1
6	ተፈጥሮአዊና የተሰጥፈ  ታሪካዊ ነቀሽነትና የበለጠ ተወካይነት	0	0	0
6	ባለሙያው ለቁሶች ካለው አመለካከት  ማህበረሰቡ ለቁሶች ከሚሰጣቸው ቦታ ዋጋና የሚሰሩበት ጥሩ ነገር ውድነት  በቀላሉ  የማይገኙ ከመሆናቸው 	3	3	3
6	እንደፈለገ አለመገኘታቸው  ቁሶች ከትለጠፈባቸው እሴት በላይ ማህበረሰቦች የሚሰጧቸው ዋናና ቁሶች የተለየ የጥበብ መገለጫዎች ሆነው ስለሚታዩ	3	2	3
6	የሚሰሩባቸው ንጥረ ነገሮች እንደ ልብ አለመገኘት  በማህበረሰቡ ዘንድ የሚሰጣቸው የተለየ ክብር መኖሩ  በባህላዊ አስተሳሰብ እንደ ክብር መግለጫ ሆነው ስለሚታዩ ለምሳሌ ልጅ የአባቱ ንንግ  መቀመጫ ወዘተ	3	3	3
6	የቁሶቹ ባለቤት ከሚሰጧቸው ግምት አንፃርና ከተፈጥሮ ያላቸው	2	1	2
6	ቁሶች በረጅም ዘመናት ቆይታ የመጥፋት አድላቸው በጣም አነስተኛ ስለሆነና ቁሶች የተረጋጋጠ መረጃ ለመሰተጠት ለማስረገጥ ስለሚጠቀሙና ቁሶች የአንድ ማህበረሰብ የማንነት መገለጫ ሆነው ስለሚጠቅሙ	0	1	1
6	ቁሳቁስ ባህል በተወሰ ማህበረሰብ  ለቁሶቹ አማካኝነት ስለቁሶ ባለቤት ለምነትና ቁሶች የተስፋበት ንጥርቁስ እንዳለ ቶተም በተማየወን ከሆነ	0	1	1
6	ተጨባጭነት ታማኝነት ቁስ የበለጠ ታማን ያርገው ይዳስሳል ይሸተታል  ቁችን በማየት የቁሱ ባለቤት የሆነው ማወቅ ስለሚያስችል	0	0	0
6	ቅርጽ ማውጣት  ማስጌጥና መተኮስ ወይም ማቃጠል	0	0	0
6	በቅርብ ቦታ የሚይገኙ በመሆናቸው የተለየ እሴት አላቸው   ከአገልግሎታቸው በተጨማሪው ሰዎች በራሳቸው ዋጋ ስለሚሰጧቸውና አንዳንዶቹ ቁሶች ዋጋቸው ውድ በመሆናቸው  ወርቅ የከበረ ድንጋይ  አልማዝ	3	3	3
6	የአንድ ፎክ አካባቢያዊ ባህል መገለጫዎች ናቸው  በጊዜ ርቀት የተውሰነ ለውድ ያሳያሉና ቁሶችን የሚሰሩ ባለሙያዎች ከገበያ የሚገኘውን ጥቅም ተመልክቶ አይደለም ሚሰሩት 	1	0	1
6	የጋራ ልማድ ስምምነት  የሀይማኖታዊነትና ባህልን	1	1	1
6	ቁሶቹ ከተሰሩበት አገልግሎት ውጪ ለሌላ ግልጋሎት መስጠታቸው ለምሳሌ በሀይማኖት  ቁሶች ተጨባጭ በመሆናቸውና ቁሶች የተማረውም ያልተማው ህብረተሰብ ስለሚያቅፍ ወዘተ	1	2	2
6	ማህበራሰቡ ለቁሱ ያለው አለመለካከት ከፍ ማለት  ቁሶች የህብረተሰቡ ከመገለጫ ወይም መታወቂያ መሆኑ  ከጥንት ጀምሮ ስገለገሉበት ከትውድ ወደ ትውልድ በልምድ የመጠ መሆኑ የማህበረሰቡ ኢኮኖሚያዊ እና ሀለንተናዊ ጥቅም መስገኘ መሆኑ	2	3	3
6	ቁሶች የማህበረሰቡ ባህል መግለቻዎች ስለሀኑ የተለየ እሴት ናቸው  የቁሶች ውበት ከግልጋሎት ይበልጥ ዋጋ ያስጣቸዋል  ቁሶ አንድ ጽሁፍ ቶሎ የመጥፍት ዕድል ስላላቸውና የተጋነነ ነገር ስለሆኑ የተለየ እሴት አላቸው 	2	2	2
6	የተፈጥሮ አዋቂ የተለጠፍ   የበለጠ ተወካይነትና ታሪክ አቃሽነት	0	0	0
6	የአንድ አካባቢ ወይም ማህበረሰብ ፎክ መገለጫ በመሆናቸው  በሚያቋርጥ የአመኝ ሂደት ውስጥ ያሉ ናቸውና የአንድን ማህበረሰብ እምነት  ልምድና የመሳሰሉትን ነገሮች የሚልጹ በመሆናቸው 	0	1	1
6	ለቁሳቸው የሚሰጣቸው የተለየ እሴቶች ለቤት አገልግሎት መዋላቸው  የሚሰሩባቸው ንጥረ ነገሮች ቁሶች እንደተፈለገ ሊገን ስለሚችሉ በለምሳሌ ከወርቅ  ከመንብ የተሰሩ ከመሆናቸው ቁሶቸ ከአለገልግሎት ከተሰራበት ሌላ የሚችኑባቸው እሴቶች ስላሉ በጥበብ እሴት  ከመንፈለሳዊ እሴት  ለማምለኪያ መዋላቸው	3	2	3
6	ቁሶች በባህሉ በቀመስ ሰላለሁ  ማህበራዊ አመለካከት በቁሶች ላይ ስለሆነና ስወርድ ሲዋረድ የመጣው ቁስ ስለሆነ	1	2	2
6	ተጨባጭነታቸው  ቅርጻቸውና ባህሪያቸው	1	1	1
6	አጃቢነት ሚና  አለማሽነት ሚና አጃቢነት ሚና	0	0	0
6	ቁሶችን የሚሰሩት በየወቅቱ የሚቀያየረው የሰዎችን አመለካከትና ዋጋ ተመልክቶው ኤሰሩም  ቁሱን የሚያቀርቡላቸውን ባህላዊ ስምምነት ባልጣሰ መልኩ የራሳቸው ባህላዊ ጥበብ መግለጽ ይችላሉ  ቁሶችን ለመስራት እውቀት የሚለምዱት በባህላዊ ልማድ በቤተሰብ  በምልከታ  በመኮረጅና ደጋግመው በመስራት መሆኑ ነው 	0	1	1
6	ቁስ በአካባቢው የተሰራ መሆኑ  ቁሱ ከጽሁፍ ይልቅ ተማኝት ስላለውና የቁሱ ባለቤት የተለየ ችሎታ እና ፈጠራ ስላለው ነው 	0	2	1
6	የተሰሩበት ነገር በቅርብ እና እንደማንኛውም ነገር በቀላል የማይገኙ መሆኑ  ቁቹ ከአገልግሎት ይልቅ ለውበት መጥቀማቸውና ማህረበሰቡ በራሱ ለቁሶቹ የሚጭንባቸው እሴት መኖሩ	3	2	3
6	ታሪክ ነቃሽነት   ተጨባጭ ስለሆነውና በሰው ልጅ ጋር ተያያዥነት  የተሰለጠፈ ቁረኝነት ተጓዳኝነት ስላለ	0	0	0
6	ቁሳዊ ባህል  ሀገረሰባዊ ትውን ጥበብና ስነ ቃል	0	0	0
6	የአንድ ፎክ አካባቢያዊ ባህል መግለጫዎች ናቸው  የቁሶች ባለሙዎች የሚሰሩት በፍጥነት የሚለውጠን የተጠቃሚ ፍላጎት ለመሙላት አይደለም  በባላዊ ቁሶ ከነበራቸው የተወሰኑ ለውጥ በማሳየት የሚሰሩ ናቸው  ባለሙያዎች የማህበረሰቡን ባህል ስልጣኔ መልክ የራሳቸውን ችሎ ያንደላሪቃሉ 	0	1	1
7	የአንድ ማህበረሰብ ቁሳዊ ባህል ከሚጠናበት ዋና ዋና ምክንያቶች ውስጥ አንዱ ባህላዊ አተያይን ለማወቅ ነው  በመሆኑም እንደ ሄነሬ ግላሴ አለመለካከት የአንድን ማህበረሰብ ባህላዊ አተያይ ለመረጃት ቁሶችን በምንፈክርበት ወይም በምንተነትንበት ጊዜ ትኩረት የምናደርግባቸውን አራት ጉዳዮች ዘርዝሩ	4	3	4
7	ቃላዊ ባህል የተሰጣቸውን እሴት  የቁሱን ገጽታ  የቁስን አገልግሎት ኢኮኖሚያዊ ጠቀሜታ  ቀለም ይቁን ቁሳዊ የፈጠራ ችሎ በፈጠራዎች አዕምሮ መመርመር ሲቻል	4	4	4
7	ቁሶቹ የተሰሩበትን ነገር መመርመር  የቁሶቹን ባለቤት ማህበረሰብ ማህበራዊ ሁኔታ መመርመር  ቁሶቹ የማህበረሰቡን እምነትና ባህል የጠበቁ መሆናቸውን ማየትና በማህበረሰቡ እውቀትና ጥበብ የተሰሩ መሆናቸውን ማየት ናቸው 	2	3	3
7	ተጨባጭ ስላላቸውና  ታክ ቀስቃሽ ስለሆኑ  በተፈጥሮአቸው የተለጣፈነት ባለቤት እሴት ስሌሆኑና ተቀባይነት ስላላቸው	0	0	0
7	ተፈጥሮአዊና የተሰጥፋ  ታሪክ ነቀሽነት  የበለጠ ይውከይነትና ተጨባጭነት	0	1	1
7	ቁሶች ካላቸው አገልግሎትና ኢኮኖሚያዊ ጥቅም  ለቁሶች ማህበረሰቡ ካለው ግምት ከፍተኛሊሆን  ቁሶችን	1	2	2
7	ቁሶቹ በባህሉ ውስጥ የተሰጣቸውን እሴት ማጣት  የቁሶቹን አገልግሎትና ኢኮኖሚያዊ ጠቀሜታ ማወቅ  የቁሶቹን ገጽታ መረዳት እንዲሁምቃላዊውንም ሆነ ቁሳዊውም የፈጠራ ችሎታና በአእምሮአቸው ውስጥ ተደብቆ ስለሚገኝ እሱን መመርመር ይገባል ይላል	4	3	4
7	የቁሶቹን ይዘት እና ቅርጽ ማጥናት  ቁሶቹ የማህበረሰቡ ዘንድ ያላቸውን ማህበራዊ ፋይዳ ጠቃሚታ ማጥናት  የቁሶቹ ፍጣሊዎች  ስዕዎች  ስለቁሶች ያላቸውን አመለካከከት መመርመር   ቁሶቹ በማህበረሰቡ ዘንድ ያላቸውን እሴት መመርመር	4	4	4
7	የቁሶቹን ጠቀሜታ መገንዘብ  የቁሶችን ከማህበራዊ አጥዋ ሚያዊ ጠቃሜታ ከግምት ማስገባት  የቁሶቹን ገጽታና የቁሶቹን አጥኝዎች ካላቸው የፈጠራ ችሎታ ግንዛቤ ማድረግ	4	4	4
7	ተፈጥአዊ ወይም የሰጠፋ  የተጓዳኝ እሴት ባለቤት ስለሆኑ  ተጨባጭ ነው  ባህላዊ አተያይና የበለጠ ተወካይነት	0	1	1
7	የቁሱን ገበታ  የቁሱ አገልግሎት  የቁሱ ቅርጽና የቁሱ ጥቅም	2	3	3
7	እድሜ   ጾታ  የትምህርት ደረጃና የማህበራዊ ደረጃ መመልከት አለበት	0	1	1
7	ለማስተማር  ለማቅረጽ  ለማገምልሚና ለማስተዋወቅ	0	0	0
7	የባህል አቋም  የባህል አድሎ እንዳኖር  አንድን ባህል ለማጥናት ከባህሉ ውጭ የሆነና ከባህሉ ውስጥ የሆነ በያጠናው የተሻለ ነው  የቁሶችን ሁኔታ በአግባቡና በስርዓቱ ባህሉ በሚፈቅደው መሰረት መግለጽ	0	1	1
7	የዞን ማህበረሰብ አካል መሆኑን መገንዘብ ቁሶች የባለሙያዎችን ባህል መግለጽ አለበት  ቁሶች ለባለሙያዎች የሚሰጠው ፋይዳ መግለጽ ቁሶች ሊባል ሙያዎች የተለየ አመላከከት ስላላቸው 	2	2	2
7	በማወቅና በውስጥ ያለው ነገር ለመጨበጥ ሲባል  በቁሱን ለሚመጠው ትውልድ ለማስተላለፍ  ቁስን የሚገልጽ የሰው እንጅ በራሱ እንደማገለጽና በሰዎች እንጅ በቁሱ ውስጥ የሚገለጽ የቁስ ብቻ ስላልሆነ ለመግለጽ	1	1	1
7	ቁሳዊ ባህሉን በዚህ ጊዜ ስንተነትን ወደራችውን ባህል ማዳላት የለብንም  ቁሳዊ ባህሉን በዚህ ጊዜ ስንተነትን ስለ ባህሉ ካላቸው አመለካከት አንፃር መግለጽ  ቁሶቹ ለማህበረሰቡ ምን አይነት አገልግሎ ይወጣሉና ቁሶቹ ለማህበረሰቡ ምን አይነት ዋጋ ይሰጣሉ 	2	3	3
7	የራሳችን ባህል  እምነና  ቋንቋ ልፈጥር ስለሚችል መጠንቀሱ  የህብረተሰቡ ጥበባዊነቱን ላይ መማራመረ  ጥናት ማድረግ  ይጠበቅበታል  ጥበቡነብ በልምድ ያገኙት መሆኑ ታውቆ የቁሱን ተጨማር እሴት ከፍ ማድረግና ቁሶቹ በማህብረሰቡ ዘንድ ትልቅ ቦታ እንደሚሰኝ መረዳት	1	2	2
7	የቁሶች አስገራሚ ሁኔታዎችን ለማወቅ  በቀጣዩን ትውልድ በማስተላለፍ  ቁሶች የባህል መገለጫዎች ስለሆን ቁሶ ከምን እንደተሰሩ ለምን አገልግሎት እንደሚውሉ ማወቅ  ቁሶች ከም ከምን እንደተሰሩ በማወቅና ለወደፊትም ባህላዊ ቅርስ ስለሆ  ይጠናሉ  ቁሶች አንዱ የማህበረሰቡ አካል መሆናቸው ለመባል 	1	2	2
7	ስነ ጥበባዊነት  መጎች  ቁሶችንና ልማዳችን	0	0	0
7	የቁሱ ባህል የተሰጠውን እሴት  የቁሱን አገልግሎት ኢኮኖሚያዊ ጠቀሜታ  የቁሱን ገጽታና ቃላዊ ይሁን ቁሳዊ የፈጠራ ችሎታ በፈጣሪዎች አእምሮ መመርመር 	3	2	3
7	የማህበረሰቡን ባህላዊ እምነት የማህበረሰቡን ባህላዊ ልማድ  የማህበረሰቡን ባህላዊ ጥበብ  እውቀት  የማህበረሰቡን ባህላዊ አገልግሎት አይነት ቅርጽ የሚሰጣቸው የተለያየ እሴት	1	1	1
7	ባላወቁ የአለም ህዝብ ለማስተዋወቅ  ከትውልድ ወደ ትውልድ በማስተባበር ለባህል ያለው አመለካከት በጣም ከፍተኛ ከመሆኑ የነሳና ባህሉ ትልቅ ከበሬታ ስላለው	0	1	1
7	በአይነት በአይነታቸው  በተሰሩበት ንድፈ ቁሶች  በአገልግሎታቸውና በቅርጻቸው	0	0	0
7	ለማስተማሪያነት  የእኛ ላይ የተረፈረበት ተጽኖ ለማስለጠ  ተቀባይነት ያለው ባህሪያ ለመቁረጽ  የማህበረሰቡ ያለው ባህል ተቀባይነት እንዲኖሩት ለማድረግ	0	1	1
7	ቁሶ የማህበረሰቡ ጥበባዊ መገለጫዎች ናቸው  ቁሱን ተመልክቶ ቁሱ የተሰራበትን ንጥረ ቁስና አእምሮ የሚጥረው አመለካከት  ቁሶች በባህላዊ ጥበብ ተጠቅመው ሰዎ የተሰሩበትን ፈጥረው የሚገለገሉባቸው መሆኑ ነው 	2	3	3
7	ማህበረሰቡ በዕለት ተዕለት ከሚጠቀሙባቸው  ማህበረሰቡ ለባለሙያዎች የሚሰጡት ክብር  ባለሙያዎቹ ማህበራዊ የኑሮ ደረጃቸው ከፍ ከማድረግ ይልቅና ችሎታቸውን ያንጸባረቃቸው ማህበረሰቡ ለባለሙያዎቹ ያላቸውን አመለካከት መመርመር 	0	2	1
7	የቁሶቹ ኢኮኖሚ ጠቀሜታ  ቁሶቹ በማህበረሰቡ ውስጥ ያላቸውን እሴት መመርመር   የቁሶቹን ማህበራዊ ፋይዳ እና አገልግሎ መመርመር እና በቁሶቹ የተሰጡ ቃላዊ እና መንፈሳዊ ጉዳዮችን በጥልቅ ማየት	3	4	4
7	ከትውልድ ወደ ትውልድ በልማድ ስለሚተላለፉ  ዕድሜ ጠገብ የሆነው ያለፈውን ያለው ዘመን የመተረክ ስለሆን  ተዘርዛረነትና ያለፈ ዘመንና የአሁን ባለውና ወደፊት የሄነታ የሚጠና ስለሆነ ነው 	0	1	1
7	ታሪክ ነቃሽነት   ጨባጭነት  ርዮ ዓለም አተያይና ታሪካዊ ምድር መልካ ምድራዊ	0	0	0
7	ቁሶች ለማህበረሰቡ ያላቸውን ፋይዳ ላይ ትኩረት ማድረግ  የቁች ባሙያዎች ክህሎትና ችሎታ ላይ   ለቁሶቹ ማህበረሰቡ በሚሰጣቸው ቅርጽ  አመለካከት  ላይ ቁሶቹን የሚሰሩ ባለሙያዎች ዕውቀትን በሚልመዱበት ሁኔታ ላይ	4	4	4
8	መድኃኒቶች መፈወሻ ብቻ ሳይሆን መግደያም ጭምር ስለሆኑ  ከአስቀያሚ ነገር ጭምርም ሊዘጋጁ ስለሚችሉ ተጠቃሚው አልጠቀመም እንዳል ክብር ለመሰጠት	3	2	3
8	የመድኃኒቱን ዋጋ ላለመቀነስ ወይም ገቢውን ባለማጣት   የመድኃኒቱን አገለግለግሎት ዋጋ ላለማሳጣት  ረክሳል ብሎ በማሰብ በጣም ውድና በቅርብ ይገኛል ተብሎ እንዳይታሰብባቸው 	3	3	3
